conversation_id_str,created_at,username,full_text,kota_kabupaten,retweet_count,favorite_count,cleaned_text,normalized_text,input_ids,attention_mask,labels
1897070935855018460,Tue Mar 04 23:45:31 +0000 2025,piiiiyyaaaaa,eum bekasi banjir ya? semoga rumahnya kena sih klo bisa dianya kena arus sekalian,Bekasi,0,0,eum bekasi banjir ya semoga rumahnya kena sih klo bisa dianya kena arus sekalian,eum bekasi banjir ya semoga rumahnya kena sih kalo bisa dianya kena arus sekalian,"[2, 373, 67, 3661, 5138, 286, 1671, 6292, 5381, 1966, 3988, 166, 5371, 27, 5381, 4231, 6025, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897069706731033024,Tue Mar 04 23:40:38 +0000 2025,mamanggos_,ya allah stay safe warga bekasiii... jujur tadi kali di deket rumah pun udah tinggi takut bgttt SETAKUT ITU SAMA BANJIR,Bekasi,0,0,ya allah stay safe warga bekasiii jujur tadi kali di deket rumah pun udah tinggi takut bgttt setakut itu sama banjir,ya allah stay safe warga bekasiii jujur tadi kali di dekat rumah pun sudah tinggi takut banget setakut itu sama banjir,"[2, 286, 763, 15467, 25425, 1470, 3661, 4264, 5091, 2447, 633, 26, 14203, 448, 573, 2137, 717, 2790, 6948, 11476, 332, 130, 30358, 137, 500, 5138, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897042561384202381,Tue Mar 04 23:40:33 +0000 2025,irmanoy,@tokkienim @txtdrbekasi Parkiran motor dalem st bekasi masih banjir gak ka?,Bekasi,0,0,parkiran motor dalem st bekasi masih banjir gak ka,parkiran motor dalem st bekasi masih banjir enggak kak,"[2, 29608, 1399, 14938, 398, 3661, 419, 5138, 1489, 1187, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1896871018087715052,Tue Mar 04 23:40:19 +0000 2025,eskopipanass,@txtdrbekasi mohon infonya dong kalo dari pancoran ke arah cibitung gw kan biasa lewat kalimalang tuh. Aman ngga ya jalurnya? ada yang kedampak banjir ato macet ngga ya?,Bekasi,0,0,mohon infonya dong kalo dari pancoran ke arah cibitung gw kan biasa lewat kalimalang tuh aman ngga ya jalurnya ada yang kedampak banjir ato macet ngga ya,mohon infonya dong kalo dari pancoran ke arah cibitung gue kan biasa lewat kalimalang tuh aman enggak ya jalurnya ada yang kedampak banjir atau macet enggak ya,"[2, 2903, 8752, 3339, 1686, 98, 28173, 43, 2069, 8084, 2646, 2755, 951, 1167, 2145, 2065, 4191, 4080, 1703, 6722, 286, 2976, 57, 176, 34, 28924, 3425, 19, 5138, 8955, 9558, 6722, 286, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897068036219396569,Tue Mar 04 23:40:11 +0000 2025,bukandeng,@PRFMnews kalo banjir bekasi solusinya gmn pak?,Bekasi,0,1,kalo banjir bekasi solusinya gmn pak,kalo banjir bekasi solusinya bagaimana pak,"[2, 1686, 5138, 3661, 9149, 12169, 556, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897067059043041299,Tue Mar 04 23:40:00 +0000 2025,irmanoy,@riosakapambudi @txtdrbekasi Parkiran motor tadi pagi masih banjir ka?,Bekasi,0,0,parkiran motor tadi pagi masih banjir ka,parkiran motor tadi pagi masih banjir kak,"[2, 29608, 1399, 2447, 2208, 419, 5138, 1187, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897069126667186443,Tue Mar 04 23:39:36 +0000 2025,nemop,@selenophiln iyaa banjir di bekasi apaya,Bekasi,0,0,iyaa banjir di bekasi apaya,iya banjir di bekasi apaya,"[2, 28331, 5138, 26, 3661, 387, 27, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897069412873855201,Tue Mar 04 23:39:28 +0000 2025,hope_emak,Kejaksaan harusnya berbenah diri dulu bersih2 dari yg kotor2. Masih tembang pilih kasus jgn teriak minta imun tambahan!! . . Ujian Luhut Pak Tom Baim Bekasi Banjir Pagiii https://t.co/p4iPCLYMEP https://t.co/RiiRntZu6S,Bekasi,5,8,kejaksaan harusnya berbenah diri dulu bersih dari yg kotor masih tembang pilih kasus jgn teriak minta imun tambahan ujian luhut pak tom baim bekasi banjir pagiii,kejaksaan harusnya berbenah diri dulu bersih dari yang kotor masih tembang pilih kasus jangan teriak meminta imun tambahan ujian luhut pak tom baim bekasi banjir pagiii,"[2, 10851, 9223, 28013, 745, 1248, 2476, 98, 741, 4164, 419, 24336, 959, 1578, 12364, 14674, 2757, 7725, 2407, 2705, 21334, 63, 556, 5047, 11217, 30363, 3661, 5138, 2208, 4264, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897069242442506649,Tue Mar 04 23:38:47 +0000 2025,Urpin168,Evakuasi Korban Banjir Prajurit Baret Ungu Turun Gunung di Jakarta Dan Bekasi https://t.co/jMtfKhx7pv Rabu Pagii Leg 2,DKI Jakarta,0,0,evakuasi korban banjir prajurit baret ungu turun gunung di jakarta dan bekasi rabu pagii leg,evakuasi korban banjir prajurit baret ungu turun gunung di jakarta dan bekasi rabu pagii leg,"[2, 19949, 2457, 5138, 7455, 248, 84, 9800, 2061, 2381, 26, 678, 41, 3661, 3967, 2208, 30356, 2787, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0
1897069064566267926,Tue Mar 04 23:38:05 +0000 2025,Raysmom884543,Alhamdulillah pagi ini pintu air katulampa-depok-manggarai sudah kembali normal. Dan walaupun kemarin manggarai sampai 898 ‍ Bidara Cina RW 02 tetap aman. Ga terbayang disini bisa bebas banjir pdhl dulu selalu jadi langganan banjir kiriman. Banjir masuk rumah terakhir 2020,Depok,0,0,alhamdulillah pagi ini pintu air katulampadepokmanggarai sudah kembali normal dan walaupun kemarin manggarai sampai bidara cina rw tetap aman ga terbayang disini bisa bebas banjir pdhl dulu selalu jadi langganan banjir kiriman banjir masuk rumah terakhir,alhamdulillah pagi ini pintu air katulampadepokmanggarai sudah kembali normal dan walaupun kemarin manggarai sampai bidara cina rw tetap aman enggak terbayang disini bisa bebas banjir padahal dulu selalu jadi langganan banjir kiriman banjir masuk rumah terakhir,"[2, 5742, 2208, 92, 2759, 514, 771, 28838, 7274, 149, 118, 1049, 13185, 6249, 259, 755, 2966, 41, 2316, 3601, 21731, 493, 6657, 85, 4385, 8651, 830, 1703, 525, 21192, 1612, 166, 2179, 5138, 2775, 2056, 1248, 811, 472, 14886, 5138, 14130, 5138, 804, 448, 1668, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897069044412625351,Tue Mar 04 23:38:00 +0000 2025,KENMAISMYBOY,stay safe yg terkena dampak banjir terutama di bekasi dan bogor. semoga selalu dilindungi oleh Yang Maha Kuasa,Bogor,0,1,stay safe yg terkena dampak banjir terutama di bekasi dan bogor semoga selalu dilindungi oleh yang maha kuasa,stay safe yang terkena dampak banjir terutama di bekasi dan bogor semoga selalu dilindungi oleh yang maha kuasa,"[2, 15467, 25425, 741, 3841, 3345, 5138, 1580, 26, 3661, 41, 3286, 1671, 811, 11339, 213, 34, 4262, 6336, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
